Date;Time;pH Output
May 31, 2023;6:53:38 PM;-22,05
May 31, 2023;6:53:43 PM;-21,91
May 31, 2023;6:53:53 PM;-21,75
May 31, 2023;6:54:03 PM;-21,50
May 31, 2023;6:54:08 PM;-21,50
May 31, 2023;6:54:13 PM;-21,41
May 31, 2023;6:54:23 PM;-21,14
May 31, 2023;6:54:28 PM;-21,14
May 31, 2023;6:54:33 PM;-21,00
May 31, 2023;6:54:38 PM;-20,81
May 31, 2023;6:54:43 PM;-20,81
May 31, 2023;6:54:48 PM;-20,75
May 31, 2023;6:54:53 PM;-20,71
May 31, 2023;6:54:58 PM;-20,61
May 31, 2023;6:55:08 PM;0,00
May 31, 2023;7:00:48 PM;-18,19
May 31, 2023;7:00:53 PM;-16,93
May 31, 2023;7:00:58 PM;-15,40
May 31, 2023;7:01:03 PM;-13,71
May 31, 2023;7:01:08 PM;-12,09
May 31, 2023;7:01:13 PM;-9,98
May 31, 2023;7:01:18 PM;-8,00
May 31, 2023;7:01:28 PM;-3,47
May 31, 2023;7:01:33 PM;-1,06
May 31, 2023;7:01:38 PM;1,36
May 31, 2023;7:01:48 PM;6,22
May 31, 2023;7:01:53 PM;8,71
May 31, 2023;7:02:03 PM;13,77
May 31, 2023;7:02:13 PM;19,26
May 31, 2023;7:02:18 PM;21,12
May 31, 2023;7:02:23 PM;21,25
May 31, 2023;7:02:28 PM;21,28
May 31, 2023;7:02:33 PM;21,23
May 31, 2023;7:02:43 PM;21,06
May 31, 2023;7:02:48 PM;20,97
May 31, 2023;7:02:58 PM;20,86
May 31, 2023;7:03:03 PM;20,61
May 31, 2023;7:03:08 PM;0,00
May 31, 2023;7:05:43 PM;20,51
May 31, 2023;7:05:48 PM;20,51
May 31, 2023;7:05:53 PM;20,52
May 31, 2023;7:08:53 PM;20,51
May 31, 2023;7:08:58 PM;20,53
May 31, 2023;7:09:03 PM;20,53
May 31, 2023;7:09:08 PM;0,00
May 31, 2023;7:11:28 PM;20,51
May 31, 2023;7:11:38 PM;20,53
May 31, 2023;7:11:43 PM;0,00
May 31, 2023;7:14:28 PM;20,51
May 31, 2023;7:14:33 PM;20,51
May 31, 2023;7:14:38 PM;20,50
May 31, 2023;7:14:43 PM;0,00
May 31, 2023;7:17:18 PM;20,51
May 31, 2023;7:17:23 PM;20,50
May 31, 2023;7:17:28 PM;20,50
May 31, 2023;7:17:33 PM;0,00
May 31, 2023;7:21:43 PM;20,50
May 31, 2023;7:21:48 PM;0,00
May 31, 2023;7:23:28 PM;20,51
May 31, 2023;7:23:33 PM;20,53
May 31, 2023;7:23:38 PM;20,53
May 31, 2023;7:23:43 PM;0,00
May 31, 2023;7:26:08 PM;20,51
May 31, 2023;7:26:18 PM;0,00
May 31, 2023;7:28:58 PM;20,50
May 31, 2023;7:29:03 PM;20,52
May 31, 2023;7:29:08 PM;20,52
May 31, 2023;7:29:13 PM;0,00
May 31, 2023;7:34:13 PM;20,50
May 31, 2023;7:34:23 PM;20,52
May 31, 2023;7:34:28 PM;0,00
May 31, 2023;7:39:18 PM;20,50
May 31, 2023;7:39:23 PM;20,50
May 31, 2023;7:39:28 PM;20,52
May 31, 2023;7:39:33 PM;0,00
May 31, 2023;7:43:48 PM;20,50
May 31, 2023;7:43:58 PM;0,00
May 31, 2023;7:46:44 PM;20,51
May 31, 2023;7:46:49 PM;20,52
May 31, 2023;7:46:54 PM;0,00
May 31, 2023;7:50:04 PM;20,50
May 31, 2023;7:50:09 PM;20,50
May 31, 2023;7:50:14 PM;0,00
May 31, 2023;8:02:54 PM;18,22
May 31, 2023;8:02:59 PM;16,98
May 31, 2023;8:03:04 PM;15,00
May 31, 2023;8:03:14 PM;8,59
May 31, 2023;8:03:19 PM;5,45
May 31, 2023;8:03:24 PM;1,84
May 31, 2023;8:03:29 PM;-1,66
May 31, 2023;8:03:34 PM;-5,16
May 31, 2023;8:03:39 PM;-8,69
May 31, 2023;8:03:44 PM;-12,21
May 31, 2023;8:03:49 PM;-15,75
May 31, 2023;8:03:54 PM;-19,28
May 31, 2023;8:04:04 PM;-21,70
May 31, 2023;8:04:09 PM;-21,70
May 31, 2023;8:04:14 PM;-21,99
May 31, 2023;8:04:19 PM;-22,01
May 31, 2023;8:04:24 PM;-22,01
May 31, 2023;8:04:29 PM;-22,37
May 31, 2023;8:04:34 PM;-22,57
May 31, 2023;8:04:39 PM;-22,56
May 31, 2023;8:04:44 PM;-22,68
May 31, 2023;8:04:49 PM;-22,86
May 31, 2023;8:04:54 PM;-22,92
May 31, 2023;8:04:59 PM;-22,92
May 31, 2023;8:05:04 PM;-23,05
May 31, 2023;8:05:09 PM;-23,11
May 31, 2023;8:05:14 PM;-23,11
May 31, 2023;8:05:19 PM;-23,16
May 31, 2023;8:05:24 PM;-23,15
May 31, 2023;8:05:29 PM;-23,18
May 31, 2023;8:05:34 PM;-23,18
May 31, 2023;8:05:39 PM;-23,21
May 31, 2023;8:05:49 PM;-23,18
May 31, 2023;8:05:54 PM;-23,21
May 31, 2023;8:05:59 PM;-23,16
May 31, 2023;8:06:04 PM;-23,14
May 31, 2023;8:06:09 PM;-23,14
May 31, 2023;8:06:14 PM;-23,05
May 31, 2023;8:06:24 PM;-23,07
May 31, 2023;8:06:29 PM;-23,03
May 31, 2023;8:06:34 PM;-22,98
May 31, 2023;8:06:39 PM;-22,96
May 31, 2023;8:06:44 PM;-22,96
May 31, 2023;8:06:49 PM;-22,89
May 31, 2023;8:06:54 PM;-22,83
May 31, 2023;8:06:59 PM;-22,83
May 31, 2023;8:07:04 PM;-22,74
May 31, 2023;8:07:09 PM;-22,59
May 31, 2023;8:07:14 PM;-22,60
May 31, 2023;8:07:19 PM;-22,60
May 31, 2023;8:07:24 PM;-22,47
May 31, 2023;8:07:29 PM;-22,35
May 31, 2023;8:07:39 PM;-22,29
May 31, 2023;8:07:44 PM;-22,16
May 31, 2023;8:07:49 PM;-22,07
May 31, 2023;8:07:54 PM;-22,07
May 31, 2023;8:07:59 PM;-22,02
May 31, 2023;8:08:04 PM;-21,96
May 31, 2023;8:08:09 PM;-21,96
May 31, 2023;8:08:14 PM;-21,80
May 31, 2023;8:08:19 PM;-21,75
May 31, 2023;8:08:29 PM;-21,64
May 31, 2023;8:08:34 PM;-21,52
May 31, 2023;8:08:39 PM;-21,42
May 31, 2023;8:08:49 PM;-21,39
May 31, 2023;8:08:54 PM;-21,27
May 31, 2023;8:08:59 PM;-21,24
May 31, 2023;8:09:04 PM;-21,24
May 31, 2023;8:09:09 PM;-21,03
May 31, 2023;8:09:14 PM;-21,05
May 31, 2023;8:09:19 PM;-21,05
May 31, 2023;8:09:24 PM;-20,96
May 31, 2023;8:09:34 PM;-20,77
May 31, 2023;8:09:39 PM;-20,78
May 31, 2023;8:09:44 PM;-20,63
May 31, 2023;8:09:49 PM;-20,65
May 31, 2023;8:09:54 PM;-20,65
May 31, 2023;8:09:59 PM;-20,53
May 31, 2023;8:10:04 PM;0,00
May 31, 2023;8:12:59 PM;-20,50
May 31, 2023;8:13:04 PM;-20,51
May 31, 2023;8:13:09 PM;-20,51
May 31, 2023;8:13:14 PM;0,00
May 31, 2023;8:16:24 PM;-20,51
May 31, 2023;8:16:29 PM;-20,51
May 31, 2023;8:16:34 PM;0,00
May 31, 2023;8:18:29 PM;-20,50
May 31, 2023;8:18:34 PM;0,00
May 31, 2023;8:27:34 PM;-18,22
May 31, 2023;8:27:39 PM;-16,92
May 31, 2023;8:27:44 PM;-15,63
May 31, 2023;8:27:49 PM;-14,08
May 31, 2023;8:27:59 PM;-11,14
May 31, 2023;8:28:04 PM;-9,32
May 31, 2023;8:28:14 PM;-5,50
May 31, 2023;8:28:19 PM;-3,54
May 31, 2023;8:28:24 PM;-1,53
May 31, 2023;8:28:29 PM;0,63
May 31, 2023;8:28:34 PM;2,74
May 31, 2023;8:28:39 PM;4,96
May 31, 2023;8:28:44 PM;7,21
May 31, 2023;8:28:49 PM;9,50
May 31, 2023;8:28:54 PM;11,77
May 31, 2023;8:28:59 PM;14,23
May 31, 2023;8:29:04 PM;16,69
May 31, 2023;8:29:09 PM;19,12
May 31, 2023;8:29:14 PM;21,09
May 31, 2023;8:29:19 PM;21,20
May 31, 2023;8:29:24 PM;21,19
May 31, 2023;8:29:29 PM;21,19
May 31, 2023;8:29:34 PM;21,16
May 31, 2023;8:29:39 PM;21,08
May 31, 2023;8:29:44 PM;21,08
May 31, 2023;8:29:49 PM;20,85
May 31, 2023;8:29:54 PM;20,67
May 31, 2023;8:29:59 PM;20,51
May 31, 2023;8:30:04 PM;20,51
May 31, 2023;8:30:09 PM;0,00
May 31, 2023;8:36:24 PM;20,52
May 31, 2023;8:36:29 PM;20,52
May 31, 2023;8:36:34 PM;0,00
May 31, 2023;8:37:24 PM;20,52
May 31, 2023;8:37:29 PM;20,53
May 31, 2023;8:37:34 PM;0,00
May 31, 2023;8:38:19 PM;20,51
May 31, 2023;8:38:24 PM;0,00
May 31, 2023;8:40:19 PM;20,50
May 31, 2023;8:40:24 PM;20,52
May 31, 2023;8:40:29 PM;0,00
May 31, 2023;8:42:09 PM;20,50
May 31, 2023;8:42:14 PM;0,00
May 31, 2023;8:43:04 PM;20,51
May 31, 2023;8:43:09 PM;20,51
May 31, 2023;8:43:14 PM;0,00
May 31, 2023;8:49:45 PM;20,51
May 31, 2023;8:49:55 PM;20,52
May 31, 2023;8:50:00 PM;0,00
May 31, 2023;8:53:50 PM;20,51
May 31, 2023;8:53:55 PM;0,00
May 31, 2023;8:55:05 PM;20,50
May 31, 2023;8:55:10 PM;20,50
May 31, 2023;8:55:15 PM;0,00
May 31, 2023;8:58:45 PM;20,50
May 31, 2023;8:58:50 PM;0,00
May 31, 2023;9:00:00 PM;20,50
May 31, 2023;9:00:05 PM;20,50
May 31, 2023;9:00:10 PM;0,00
May 31, 2023;9:03:30 PM;20,51
May 31, 2023;9:03:35 PM;20,51
May 31, 2023;9:03:40 PM;0,00
May 31, 2023;9:07:35 PM;20,51
May 31, 2023;9:07:40 PM;20,51
May 31, 2023;9:07:45 PM;0,00
May 31, 2023;9:10:40 PM;20,51
May 31, 2023;9:10:45 PM;20,53
May 31, 2023;9:10:50 PM;0,00
May 31, 2023;9:13:25 PM;20,52
May 31, 2023;9:13:30 PM;20,52
May 31, 2023;9:13:35 PM;0,00
May 31, 2023;9:16:20 PM;20,51
May 31, 2023;9:16:25 PM;20,51
May 31, 2023;9:16:30 PM;0,00
May 31, 2023;9:19:10 PM;20,51
May 31, 2023;9:19:15 PM;0,00
May 31, 2023;9:20:10 PM;20,50
May 31, 2023;9:20:15 PM;20,50
May 31, 2023;9:20:20 PM;0,00
May 31, 2023;9:24:05 PM;20,51
May 31, 2023;9:24:15 PM;0,00
May 31, 2023;9:25:50 PM;20,52
May 31, 2023;9:25:55 PM;20,53
May 31, 2023;9:26:00 PM;0,00
May 31, 2023;9:29:25 PM;20,52
May 31, 2023;9:29:30 PM;20,52
May 31, 2023;9:31:05 PM;20,51
May 31, 2023;9:31:10 PM;0,00
May 31, 2023;9:33:55 PM;20,50
May 31, 2023;9:34:00 PM;20,52
May 31, 2023;9:34:05 PM;0,00
May 31, 2023;9:35:25 PM;20,50
May 31, 2023;9:35:30 PM;0,00
May 31, 2023;9:38:45 PM;20,52
May 31, 2023;9:38:50 PM;20,52
May 31, 2023;9:40:10 PM;20,51
May 31, 2023;9:40:15 PM;20,51
May 31, 2023;9:40:20 PM;0,00
May 31, 2023;9:44:00 PM;20,51
May 31, 2023;9:44:05 PM;20,51
May 31, 2023;9:44:10 PM;0,00
May 31, 2023;9:45:05 PM;20,51
May 31, 2023;9:45:10 PM;0,00
May 31, 2023;9:47:55 PM;20,50
May 31, 2023;9:48:00 PM;0,00
May 31, 2023;9:48:55 PM;20,51
May 31, 2023;9:49:00 PM;20,51
May 31, 2023;9:49:05 PM;20,50
May 31, 2023;9:53:21 PM;20,51
May 31, 2023;9:53:26 PM;20,51
May 31, 2023;9:53:31 PM;0,00
May 31, 2023;9:55:56 PM;20,52
May 31, 2023;9:56:01 PM;20,52
May 31, 2023;9:56:06 PM;0,00
May 31, 2023;9:58:51 PM;20,50
May 31, 2023;9:58:56 PM;20,50
May 31, 2023;9:59:01 PM;0,00
May 31, 2023;9:59:46 PM;20,52
May 31, 2023;9:59:51 PM;20,52
May 31, 2023;9:59:56 PM;0,00
May 31, 2023;10:04:06 PM;20,51
May 31, 2023;10:04:11 PM;20,51
May 31, 2023;10:04:16 PM;0,00
May 31, 2023;10:06:46 PM;20,52
May 31, 2023;10:06:51 PM;20,52
May 31, 2023;10:06:56 PM;0,00
May 31, 2023;10:08:06 PM;20,50
May 31, 2023;10:08:11 PM;0,00
May 31, 2023;10:10:46 PM;20,50
May 31, 2023;10:10:51 PM;0,00
May 31, 2023;10:11:51 PM;20,51
May 31, 2023;10:11:56 PM;20,53
May 31, 2023;10:14:16 PM;20,51
May 31, 2023;10:14:21 PM;0,00
May 31, 2023;10:15:41 PM;20,50
May 31, 2023;10:15:46 PM;20,52
May 31, 2023;10:15:51 PM;20,52
May 31, 2023;10:15:56 PM;0,00
May 31, 2023;10:20:56 PM;20,51
May 31, 2023;10:21:01 PM;20,51
May 31, 2023;10:21:06 PM;20,51
May 31, 2023;10:21:11 PM;0,00
May 31, 2023;10:22:06 PM;20,51
May 31, 2023;10:22:11 PM;0,00
May 31, 2023;10:26:26 PM;20,51
May 31, 2023;10:26:31 PM;20,51
May 31, 2023;10:26:36 PM;20,51
May 31, 2023;10:27:46 PM;20,51
May 31, 2023;10:27:51 PM;0,00
May 31, 2023;10:32:16 PM;20,51
May 31, 2023;10:32:21 PM;20,51
May 31, 2023;10:32:26 PM;0,00
May 31, 2023;10:32:51 PM;20,51
May 31, 2023;10:32:56 PM;20,51
May 31, 2023;10:33:01 PM;0,00
May 31, 2023;10:37:26 PM;20,50
May 31, 2023;10:37:31 PM;20,51
May 31, 2023;10:37:36 PM;20,51
May 31, 2023;10:37:41 PM;0,00
May 31, 2023;10:38:31 PM;20,51
May 31, 2023;10:38:36 PM;20,53
May 31, 2023;10:38:41 PM;0,00
May 31, 2023;10:44:21 PM;20,50
May 31, 2023;10:44:26 PM;20,52
May 31, 2023;10:44:31 PM;20,51
May 31, 2023;10:44:36 PM;20,51
May 31, 2023;10:45:01 PM;20,50
May 31, 2023;10:45:06 PM;0,00
May 31, 2023;10:50:51 PM;20,52
May 31, 2023;10:50:56 PM;20,54
May 31, 2023;10:51:01 PM;20,54
May 31, 2023;10:51:06 PM;20,52
May 31, 2023;10:51:11 PM;0,00
May 31, 2023;10:51:41 PM;20,51
May 31, 2023;10:51:46 PM;20,53
May 31, 2023;10:51:51 PM;20,53
May 31, 2023;10:51:56 PM;0,00
May 31, 2023;10:59:17 PM;20,50
May 31, 2023;10:59:27 PM;20,52
May 31, 2023;10:59:32 PM;20,50
May 31, 2023;10:59:37 PM;20,51
May 31, 2023;10:59:42 PM;0,00
May 31, 2023;11:04:22 PM;20,50
May 31, 2023;11:04:27 PM;20,50
May 31, 2023;11:05:07 PM;20,52
May 31, 2023;11:05:12 PM;20,53
May 31, 2023;11:05:17 PM;20,53
May 31, 2023;11:05:22 PM;0,00
May 31, 2023;11:11:17 PM;20,51
May 31, 2023;11:11:22 PM;20,52
May 31, 2023;11:11:27 PM;20,52
May 31, 2023;11:11:32 PM;20,51
May 31, 2023;11:11:37 PM;0,00
May 31, 2023;11:12:07 PM;20,51
May 31, 2023;11:12:12 PM;20,53
May 31, 2023;11:12:17 PM;20,52
May 31, 2023;11:12:22 PM;0,00
May 31, 2023;11:19:42 PM;20,51
May 31, 2023;11:19:47 PM;20,52
May 31, 2023;11:19:52 PM;20,52
May 31, 2023;11:19:57 PM;20,52
May 31, 2023;11:20:02 PM;0,00
May 31, 2023;11:20:22 PM;20,51
May 31, 2023;11:20:27 PM;20,51
May 31, 2023;11:20:32 PM;0,00
May 31, 2023;11:26:22 PM;20,50
May 31, 2023;11:26:27 PM;20,50
May 31, 2023;11:26:32 PM;20,50
May 31, 2023;11:26:37 PM;0,00
May 31, 2023;11:27:12 PM;20,52
May 31, 2023;11:27:17 PM;20,54
May 31, 2023;11:27:22 PM;0,00
May 31, 2023;11:32:32 PM;20,51
May 31, 2023;11:32:37 PM;20,52
May 31, 2023;11:32:42 PM;20,52
May 31, 2023;11:32:47 PM;20,52
May 31, 2023;11:32:52 PM;20,51
May 31, 2023;11:32:57 PM;20,51
May 31, 2023;11:33:02 PM;0,00
May 31, 2023;11:39:17 PM;20,51
May 31, 2023;11:39:22 PM;20,51
May 31, 2023;11:39:27 PM;20,51
May 31, 2023;11:39:32 PM;0,00
May 31, 2023;11:39:52 PM;20,50
May 31, 2023;11:40:02 PM;20,51
May 31, 2023;11:40:07 PM;0,00
May 31, 2023;11:46:32 PM;20,51
May 31, 2023;11:46:37 PM;20,52
May 31, 2023;11:46:42 PM;20,52
May 31, 2023;11:46:47 PM;20,51
May 31, 2023;11:46:52 PM;0,00
May 31, 2023;11:47:07 PM;20,50
May 31, 2023;11:47:12 PM;20,50
May 31, 2023;11:53:17 PM;20,50
May 31, 2023;11:53:22 PM;20,50
May 31, 2023;11:53:27 PM;0,00
May 31, 2023;11:53:42 PM;20,50
May 31, 2023;11:53:47 PM;20,53
May 31, 2023;11:53:52 PM;20,52
May 31, 2023;11:53:57 PM;20,52
May 31, 2023;11:54:02 PM;0,00
May 31, 2023;11:59:57 PM;20,51
Jun 1, 2023;12:00:02 AM;20,51
Jun 1, 2023;12:00:08 AM;20,51
Jun 1, 2023;12:00:18 AM;0,00
Jun 1, 2023;12:04:18 AM;20,51
Jun 1, 2023;12:04:23 AM;20,51
Jun 1, 2023;12:04:33 AM;0,00
Jun 1, 2023;12:05:23 AM;20,52
Jun 1, 2023;12:05:28 AM;0,00
Jun 1, 2023;12:08:53 AM;20,50
Jun 1, 2023;12:08:58 AM;20,52
Jun 1, 2023;12:09:03 AM;20,52
Jun 1, 2023;12:12:03 AM;20,51
Jun 1, 2023;12:12:08 AM;0,00
Jun 1, 2023;12:12:28 AM;20,52
Jun 1, 2023;12:12:33 AM;20,52
Jun 1, 2023;12:12:38 AM;20,51
Jun 1, 2023;12:12:43 AM;0,00
Jun 1, 2023;12:16:58 AM;20,50
Jun 1, 2023;12:17:03 AM;20,51
Jun 1, 2023;12:17:08 AM;0,00
Jun 1, 2023;12:17:18 AM;20,51
Jun 1, 2023;12:17:43 AM;20,51
Jun 1, 2023;12:17:48 AM;20,51
Jun 1, 2023;12:17:53 AM;0,00
Jun 1, 2023;12:22:53 AM;20,51
Jun 1, 2023;12:23:03 AM;20,53
Jun 1, 2023;12:23:08 AM;20,51
Jun 1, 2023;12:23:13 AM;0,00
Jun 1, 2023;12:23:43 AM;20,52
Jun 1, 2023;12:23:48 AM;0,00
Jun 1, 2023;12:28:23 AM;20,51
Jun 1, 2023;12:28:28 AM;20,52
Jun 1, 2023;12:28:33 AM;20,52
Jun 1, 2023;12:28:38 AM;20,52
Jun 1, 2023;12:28:43 AM;0,00
Jun 1, 2023;12:29:13 AM;20,51
Jun 1, 2023;12:29:18 AM;0,00
Jun 1, 2023;12:33:43 AM;20,51
Jun 1, 2023;12:33:48 AM;20,51
Jun 1, 2023;12:33:53 AM;20,52
Jun 1, 2023;12:33:58 AM;0,00
Jun 1, 2023;12:34:18 AM;20,51
Jun 1, 2023;12:34:23 AM;20,51
Jun 1, 2023;12:34:28 AM;20,51
Jun 1, 2023;12:34:33 AM;0,00
Jun 1, 2023;12:40:23 AM;20,50
Jun 1, 2023;12:40:28 AM;20,51
Jun 1, 2023;12:40:33 AM;20,51
Jun 1, 2023;12:40:38 AM;0,00
Jun 1, 2023;12:40:58 AM;20,51
Jun 1, 2023;12:41:03 AM;20,50
Jun 1, 2023;12:41:08 AM;20,50
Jun 1, 2023;12:41:13 AM;0,00
Jun 1, 2023;12:46:48 AM;20,50
Jun 1, 2023;12:46:58 AM;20,52
Jun 1, 2023;12:47:08 AM;0,00
Jun 1, 2023;12:47:38 AM;20,52
Jun 1, 2023;12:47:43 AM;20,54
Jun 1, 2023;12:47:48 AM;20,54
Jun 1, 2023;12:54:08 AM;20,51
Jun 1, 2023;12:54:13 AM;20,51
Jun 1, 2023;12:54:18 AM;20,51
Jun 1, 2023;12:54:23 AM;0,00
Jun 1, 2023;12:54:43 AM;20,52
Jun 1, 2023;12:54:48 AM;20,52
Jun 1, 2023;12:54:58 AM;0,00
Jun 1, 2023;1:00:28 AM;20,51
Jun 1, 2023;1:00:33 AM;20,53
Jun 1, 2023;1:00:38 AM;20,53
Jun 1, 2023;1:00:43 AM;20,50
Jun 1, 2023;1:00:48 AM;0,00
Jun 1, 2023;1:04:19 AM;20,51
Jun 1, 2023;1:04:29 AM;20,50
Jun 1, 2023;1:04:34 AM;0,00
Jun 1, 2023;1:07:09 AM;20,52
Jun 1, 2023;1:07:14 AM;0,00
Jun 1, 2023;1:07:34 AM;20,51
Jun 1, 2023;1:07:39 AM;20,51
Jun 1, 2023;1:07:44 AM;20,50
Jun 1, 2023;1:11:54 AM;20,52
Jun 1, 2023;1:11:59 AM;20,53
Jun 1, 2023;1:12:04 AM;20,53
Jun 1, 2023;1:12:09 AM;20,51
Jun 1, 2023;1:12:14 AM;0,00
Jun 1, 2023;1:16:04 AM;20,51
Jun 1, 2023;1:16:09 AM;20,51
Jun 1, 2023;1:16:14 AM;20,50
Jun 1, 2023;1:16:19 AM;0,00
Jun 1, 2023;1:17:04 AM;20,50
Jun 1, 2023;1:17:09 AM;20,52
Jun 1, 2023;1:17:14 AM;0,00
Jun 1, 2023;1:21:49 AM;20,51
Jun 1, 2023;1:21:54 AM;20,53
Jun 1, 2023;1:21:59 AM;20,53
Jun 1, 2023;1:22:04 AM;0,00
Jun 1, 2023;1:22:24 AM;20,50
Jun 1, 2023;1:22:29 AM;20,52
Jun 1, 2023;1:22:34 AM;20,52
Jun 1, 2023;1:22:39 AM;0,00
Jun 1, 2023;1:28:29 AM;20,52
Jun 1, 2023;1:28:39 AM;20,53
Jun 1, 2023;1:28:44 AM;20,53
Jun 1, 2023;1:28:49 AM;0,00
Jun 1, 2023;1:29:09 AM;20,51
Jun 1, 2023;1:29:14 AM;20,51
Jun 1, 2023;1:29:19 AM;0,00
Jun 1, 2023;1:34:44 AM;20,50
Jun 1, 2023;1:34:49 AM;20,50
Jun 1, 2023;1:34:59 AM;0,00
Jun 1, 2023;1:35:19 AM;20,50
Jun 1, 2023;1:35:24 AM;20,50
Jun 1, 2023;1:35:29 AM;20,51
Jun 1, 2023;1:41:09 AM;20,51
Jun 1, 2023;1:41:19 AM;20,51
Jun 1, 2023;1:41:24 AM;20,52
Jun 1, 2023;1:41:34 AM;0,00
Jun 1, 2023;1:45:29 AM;20,51
Jun 1, 2023;1:45:34 AM;20,51
Jun 1, 2023;1:45:39 AM;20,52
Jun 1, 2023;1:45:44 AM;0,00
Jun 1, 2023;1:46:34 AM;20,50
Jun 1, 2023;1:46:39 AM;0,00
Jun 1, 2023;1:50:04 AM;20,51
Jun 1, 2023;1:50:09 AM;20,54
Jun 1, 2023;1:50:14 AM;20,54
Jun 1, 2023;1:50:19 AM;20,52
Jun 1, 2023;1:53:59 AM;20,51
Jun 1, 2023;1:54:09 AM;20,51
Jun 1, 2023;1:54:14 AM;0,00
Jun 1, 2023;1:54:59 AM;20,52
Jun 1, 2023;1:58:39 AM;20,51
Jun 1, 2023;1:58:44 AM;20,51
Jun 1, 2023;1:58:49 AM;20,51
Jun 1, 2023;1:59:24 AM;20,51
Jun 1, 2023;1:59:29 AM;0,00
Jun 1, 2023;2:02:44 AM;20,50
Jun 1, 2023;2:02:49 AM;20,50
Jun 1, 2023;2:03:19 AM;20,52
Jun 1, 2023;2:03:24 AM;20,52
Jun 1, 2023;2:03:34 AM;0,00
Jun 1, 2023;2:08:30 AM;20,52
Jun 1, 2023;2:08:35 AM;20,52
Jun 1, 2023;2:08:40 AM;20,52
Jun 1, 2023;2:08:50 AM;0,00
Jun 1, 2023;2:09:00 AM;20,50
Jun 1, 2023;2:09:05 AM;0,00
Jun 1, 2023;2:13:10 AM;20,52
Jun 1, 2023;2:13:15 AM;20,52
Jun 1, 2023;2:13:20 AM;20,52
Jun 1, 2023;2:13:25 AM;20,51
Jun 1, 2023;2:13:30 AM;0,00
Jun 1, 2023;2:18:05 AM;20,51
Jun 1, 2023;2:18:15 AM;20,51
Jun 1, 2023;2:18:20 AM;0,00
Jun 1, 2023;2:18:55 AM;20,51
Jun 1, 2023;2:19:00 AM;0,00
Jun 1, 2023;2:22:45 AM;20,50
Jun 1, 2023;2:22:50 AM;20,53
Jun 1, 2023;2:22:55 AM;20,53
Jun 1, 2023;2:23:00 AM;20,51
Jun 1, 2023;2:23:05 AM;0,00
Jun 1, 2023;2:26:35 AM;20,51
Jun 1, 2023;2:26:40 AM;20,53
Jun 1, 2023;2:26:45 AM;20,52
Jun 1, 2023;2:26:50 AM;20,50
Jun 1, 2023;2:30:45 AM;20,51
Jun 1, 2023;2:30:50 AM;20,51
Jun 1, 2023;2:30:55 AM;20,51
Jun 1, 2023;2:31:00 AM;0,00
Jun 1, 2023;2:31:30 AM;20,51
Jun 1, 2023;2:35:05 AM;20,50
Jun 1, 2023;2:35:10 AM;20,50
Jun 1, 2023;2:35:20 AM;0,00
Jun 1, 2023;2:35:50 AM;20,50
Jun 1, 2023;2:35:55 AM;20,52
Jun 1, 2023;2:36:00 AM;0,00
Jun 1, 2023;2:40:40 AM;20,51
Jun 1, 2023;2:40:45 AM;20,51
Jun 1, 2023;2:40:50 AM;20,52
Jun 1, 2023;2:40:55 AM;20,51
Jun 1, 2023;2:41:00 AM;20,51
Jun 1, 2023;2:41:05 AM;0,00
Jun 1, 2023;2:46:05 AM;20,50
Jun 1, 2023;2:46:10 AM;20,52
Jun 1, 2023;2:46:15 AM;20,52
Jun 1, 2023;2:46:20 AM;20,51
Jun 1, 2023;2:46:25 AM;0,00
Jun 1, 2023;2:46:55 AM;20,51
Jun 1, 2023;2:47:00 AM;0,00
Jun 1, 2023;2:51:20 AM;20,52
Jun 1, 2023;2:51:25 AM;20,52
Jun 1, 2023;2:51:30 AM;20,52
Jun 1, 2023;2:51:40 AM;20,50
Jun 1, 2023;2:51:45 AM;0,00
Jun 1, 2023;2:57:25 AM;20,51
Jun 1, 2023;2:57:30 AM;20,53
Jun 1, 2023;2:57:35 AM;20,52
Jun 1, 2023;2:57:45 AM;0,00
Jun 1, 2023;2:58:20 AM;20,51
Jun 1, 2023;2:58:25 AM;0,00
Jun 1, 2023;3:02:25 AM;20,50
Jun 1, 2023;3:02:30 AM;20,50
Jun 1, 2023;3:02:35 AM;20,50
Jun 1, 2023;3:02:40 AM;0,00
Jun 1, 2023;3:03:25 AM;20,50
Jun 1, 2023;3:03:30 AM;20,50
Jun 1, 2023;3:03:35 AM;0,00
Jun 1, 2023;3:07:55 AM;20,51
Jun 1, 2023;3:08:05 AM;20,51
Jun 1, 2023;3:08:10 AM;20,51
Jun 1, 2023;3:11:36 AM;20,51
Jun 1, 2023;3:11:41 AM;20,51
Jun 1, 2023;3:11:46 AM;0,00
Jun 1, 2023;3:12:11 AM;20,50
Jun 1, 2023;3:12:16 AM;20,50
Jun 1, 2023;3:12:21 AM;0,00
Jun 1, 2023;3:15:56 AM;20,50
Jun 1, 2023;3:16:01 AM;20,50
Jun 1, 2023;3:16:06 AM;20,50
Jun 1, 2023;3:16:11 AM;0,00
Jun 1, 2023;3:19:11 AM;20,50
Jun 1, 2023;3:19:16 AM;20,50
Jun 1, 2023;3:19:21 AM;0,00
Jun 1, 2023;3:20:01 AM;20,52
Jun 1, 2023;3:20:06 AM;20,52
Jun 1, 2023;3:20:11 AM;0,00
